"","So_thu_tu","Ten_phim","Mo_ta","Thoi_gian","The_loai","Sao","Diem_so","Binh_chon","Dao_dien","Dien_vien","Tong_doanh_thu"
"1847",1847,"L'extraordinaire voyage de Marona","After an accident, a little dog remembers all the different masters she's had successively and loved unconditionally.",92,"Animation",4.2,NA,1744,"Anca Damian","Lizzie Brocheré",NA
"1848",1848,"The Viking War","Ingrid and her siblings are on the run from the Beserkers who have begun invading the villages, taking over, savagely using the residents on a game where they vs a Beserker, and if they win...                See full summary »",103,"History",5.8,NA,219,"Suzy Spade","Darcie Rose",NA
"1849",1849,"Zuo jia de huang yan: Bi zhong you zui","Tsui is renowned as an excellent healing author as well as a young successful man. His pieces are called ""Chicken Soup for the Soul"" for soothing many readers' soul and spirit. The public ...                See full summary »",90,"Crime",7.3,NA,85,"Christopher Sun","Justin Cheung",NA
"1850",1850,"Husma","A famous young actress arrives dead to a morgue. Three men enticed by her beauty decides to explore her nude body.",NA,"Drama",NA,NA,NA,"Sudesh Wasantha Pieris","Dasun Pathirana",NA
"1851",1851,"Di shi yi hui","A man must attempt to clear his name after a theatre puts on a play that accuses him of committing a 30-year-old murder.",115,"Comedy",6.9,"54",341,"Jianbin Chen","Jianbin Chen",NA
"1852",1852,"If You're Gone","When high school senior Brad Lee disappears the night of his graduation ceremony, his girlfriend is forced to question everything she thought she knew about him and their relationship, as well as her own faith, in hopes of finding him.",114,"Drama",5.7,"52",265,"Brittany Goodwin","Masey McLain",NA
"1853",1853,"Driven","Emerson Graham's nights as a cab driver are filled with annoyances and inconveniences, but until tonight, never attacks and disappearances. After picking up a mysterious passenger her ...                See full summary »",90,"Comedy",5.4,"50",3404,"Glenn Payne","Richard Speight Jr.",NA
"1854",1854,"Master and Man","Hyeon Dae and Min Joo thought one of them getting married would end the sex-partner relationship. However, they can't hold in their desires and Hyeon Dae destroys himself with sex, while ...                See full summary »",93,"Romance",6.4,"12",8,"Sungkyu Cho","Sang-won Lee",NA
"1855",1855,"Slayer: The Repentless Killogy","'Slayer: The Repentless Killogy' is a short narrative film written and directed by BJ McDonnell, that blends the music of Slayer with an uncompromising and unmissable, trilogy of music videos assembled as one chronological story-line.",131,"Music",7,NA,299,"BJ McDonnell","Tom Araya",NA
"1856",1856,"Taboo 2","Roxanne moves in with her Uncle and Auntie where her past of sexual abuse against her cousins tears the family apart while discovering a deeper secret that has major consequences.",75,"Drama",6.5,NA,1069,"Bobby Peoples","Rese Cheri",NA
"1857",1857,"Chippa","On the eve of his tenth birthday, when Chippa receives a letter for his long-absent father, he decides to leave his pavement abode to find out more.",90,"Drama",6.6,NA,251,"Safdar Rahman","Sunny Pawar",NA
"1858",1858,"Crescendo","When world-famous conductor Eduard Sporck accepts the job to create an Israeli-Palestinian youth orchestra, he is quickly drawn into a tempest of sheer unsolvable problems.",102,"Music",5.4,NA,107,"Dror Zahavi","Götz Otto",NA
"1859",1859,"3 Day Weekend","An amateur camper stumbles across a kidnapping gone wrong, a jailhouse rendezvous, a double-cross, or a revenge plot, depending on which desperate character is misinterpreting the story - a puzzle thrill-ride told with no dialogue.",79,"Thriller",5.6,NA,431,"Wyatt McDill","Morgan Krantz",NA
"1860",1860,"Rattlesnakes","Robert McQueen's day takes a turn for the worst when he is held hostage and accused by three vengeful husbands of sleeping with their wives.",85,"Thriller",7.2,NA,88,"Julius Amedume","Jimmy Jean-Louis",NA
"1861",1861,"Carol of the Bells","A young man with a troubled past searches for his biological mother and discovers that she is developmentally disabled.",100,"Drama",5.4,NA,178,"Joey Travolta","RJ Mitte",NA
"1862",1862,"Naukar Vahuti Da","Shivinder, a family man and an aspiring song writer, is estranged by his wife due to his inability to perform either roles well and chooses to become his in-laws' driver to be able to stay close to his wife and daughter.",120,"Comedy",5.7,NA,503,"Smeep Kang","Binnu Dhillon",NA
"1863",1863,"The 9th Precinct","An idealistic cop joins an underground police unit and battles ghoulish forces threatening the balance between the human and the supernatural realms",95,"Action",4.8,NA,207,"Ding-Lin Wang","Roy Chiu",NA
"1864",1864,"Safe Inside","A THRILLER ABOUT THE POWER OF THE HUMAN BRAIN AND LOVE.",102,"Thriller",5.4,NA,536,"Renata Gabryjelska","Joanna Kulig",NA
"1865",1865,"Giants Being Lonely","A pair of players on a successful high school baseball team, the Giants, come of age in the American South.",81,"Drama",2.1,NA,287,"Grear Patterson","Mason Wasik",NA
"1866",1866,"Jurassic Thunder","When a covert desert base is forced to divert World War III against a formidable adversary, a group of commandos and weaponized dinosaurs are hired to get the job done.",84,"Action",5.1,NA,125,"Milko Davis","Heath C. Heine",NA
"1867",1867,"Falco","        Add a Plot",98,"Comedy",6.3,NA,797,"Besart Kallaku","Besart Kallaku",NA
"1868",1868,"Yokogao","A home-care nurse's relationship with the family she has spent years working for is threatened when her nephew is arrested for kidnapping their daughter.",111,"Drama",5.8,NA,32,"Kôji Fukada","Mariko Tsutsui",NA
"1869",1869,"Sinner","For over a decade, Marie has had a passionate relationship with Nathan, the love of her life. When she returns into his life after a four-week absence, she finds out he has decided, without notice, to drop her from his life.",100,"Comedy",6.8,NA,2167,"Emilie Verhamme","Maaike Cafmeyer",NA
"1870",1870,"Gospod postoi, imeto i' e Petrunija","A Macedonian woman throws herself into a traditionally men-only ceremony, kicking up a ruckus and standing her ground.",100,"Drama",7.2,NA,24,"Teona Strugar Mitevska","Zorica Nusheva",NA
"1871",1871,"Shui guai","        Add a Plot",78,"Fantasy",6.6,NA,533,"Hesheng Xiang","Liu Lincheng",NA
"1872",1872,"K<U+1EBB> C<U+1EAF>p Nhân D<U+1EA1>ng","Simon is 8 and he's an orphan. His dream is to find a family willing to take him in. But Simon is not a child like the others, he has a secret power: he is able to take the appearance of every person he has ever touched.",103,"Drama",3.9,NA,1578,"Léo Karmann","Benjamin Voisin",NA
"1873",1873,"Mayday","A flight from Los Angeles to London quickly turns into a terror-filled experience as passengers mysteriously start to disappear without a trace.",76,"Action",5.9,NA,709,"Massimiliano Cerchi","Michael Paré",NA
"1874",1874,"Eld & lågor","The plot consists of different course of events, feelings and colorful pictures in a staggering tale of war, rivalry, betrayal and forbidden love. A story that lies in events recounted by descendants of Ninni and John's reality.",104,"Drama",4.1,NA,230,"Måns Mårlind","Frida Gustavsson",NA
"1875",1875,"She's Just a Shadow","A beautiful Japanese madam and her ladies. A deranged, drug-addled Tokyo gangster and his crew. A sadistic serial killer on the loose. The intersection of these stories, and the interior ...                See full summary »",118,"Crime",5.1,NA,190,"Adam Sherman","Tao Okamoto",NA
"1876",1876,"Preboj","Young partisan resistance fighter commander Franc Sever Franta faces an impossible task when he has to rescue 500 freedom fighters surrounded and outnumbered by a Nazi German division high in the mountains in harsh winter condition.",90,"Drama",5.1,NA,147,"Dejan Babosek","Domen Valic",NA
"1877",1877,"The Experience","At a wilderness camp for troubled youth, two girls Scarlet and Dylan form a bond that gets tested by love, money, and experiences beyond their perceived realm of existence.",95,"Drama",4.2,NA,284,"Katerina Gorshkov","Allison Kove",NA
"1878",1878,"Nikka Zaildar 3","The film chronicles the story of Nikka whose father's soul enters his body following his death.",117,"Comedy",5.8,NA,268,"Simerjit Singh","Ammy Virk",NA
"1879",1879,"Prélude","The story of piano student David, who hurls himself into the world of music and into his first love. Full of zest for life but with growing pressure, he soon begins to lose control.",95,"Drama",5.3,NA,183,"Sabrina Sarabi","Louis Hofmann",NA
"1880",1880,"Better Than Love","A reluctant drug dealer strives to elevate his friend's lives while the addictive forces of an ignorant OxyContin prescription corrodes his own.",85,"Drama",3.7,NA,270,"Ted Carney","Andrew Lawrence",NA
"1881",1881,"Beyond the Line","It's the close of World War II. Unwilling to surrender, rogue German forces shoot down a returning British squadron leaving Sydney Baker wounded and lost with the enemy closing in. He's ...                See full summary »",78,"War",5.8,NA,247,"Jason Mills","Chris Walters",NA
"1882",1882,"Promised","In 1953, two young Italian children are promised in marriage by their fathers. Twenty one years on - despite changing times, fading traditions and 70's liberation - the pair are expected to marry, or face the consequences.",97,"Drama",4.7,NA,125,"Nick Conidi","Tina Arena",NA
"1883",1883,"Little Kingdom","War. Soldier JACK deserts his unit and finds his wife Eva in isolated village in the mountains. She moved there to work in a factory unaware of the cruel owner BAR. Secret police arrives and it seems both Jack and Eva's time is up.",98,"Drama",7.6,NA,205,"Peter Magat","Alicia Agneson",NA
"1884",1884,"Girls und Panzer das Finale: Part II","The second film in the six-part Girls and Panzer: Saishuushou film series.",54,"Animation",4.6,NA,206,"Tsutomu Mizushima","Mai Fuchigami",NA
"1885",1885,"Deadly Assistant","A woman's attempt to reconnect with her estranged family ends with murder and suspicion.",90,"Drama",6,NA,183,"Daphne Zuniga","Jeannette Sousa",NA
"1886",1886,"Shibil","Unheard story of a father using his daughter as bait in order to capture an outlaw. A heretofore unseen tale of the love between a fearless brigand and a noble lady with an unexpected ending.",115,"Drama",4,NA,145,"Nikola Bozadzhiev","Panayot Mustakerski",NA
"1887",1887,"Manipulated","Manipulated is a taut drama/mystery/whodunnit with an ensemble cast. District Attorney Diane Conrad is under extreme pressure to resolve a case that has politicians and the local community ...                See full summary »",92,"Crime",3.2,NA,148,"Matt Berman","Traci Lords",NA
"1888",1888,"Bill Tilghman and the Outlaws","A movie company comes to Oklahoma to convince legendary lawman Bill Tilghman to star in a bank robbery silent film featuring real outlaws. Tilghman reluctantly agrees, not realizing everyone's lives will never be the same.",116,"Drama",5.3,NA,54,"Wayne Shipley","Lana Wood",NA
"1889",1889,"Attachments","One millennial I.T. nerd plus one computer illiterate senior citizen, equals one unlikely attachment. Eileen Roth is a widow who needs to learn how to use a computer in order to communicate...                See full summary »",78,"Comedy",6.2,NA,872,"Richard Krevolin","Katharine Ross",NA
"1890",1890,"Adithya Varma","A brilliant and short-tempered young surgeon goes down a self-destructive path when the love of his life is forced to marry another man.",168,"Drama",3.5,NA,498,"Gireesaaya","Dhruv Vikram",NA
"1891",1891,"Zoombies 2","A game ranger and a team of poachers end up surrounded by zombie animals and they forge an alliance to stop the beasts before the super-zombie virus spreads to the entire world.",84,"Action",7.3,NA,278,"Glenn Miller","Erica Sturdefant",NA
"1892",1892,"Habibie & Ainun 3","This movie follows the story of Hasri Ainun Besari Habibie's young life when she was in high school and medical college. She was known as a smart figure who became an idol and admired by many male students, including B.J. Habibie.",121,"Biography",4.1,NA,3519,"Hanung Bramantyo","Maudy Ayunda",NA
"1893",1893,"Abstruse","Senator Stevens (Dennis Haskins) has trouble on his hands once Max London (Tom Sizemore) senses more to the murder of his daughter's friend committed by his son (Kris Reilly).",117,"Action",6.5,NA,510,"Harley Wallen","Tom Sizemore",NA
"1894",1894,"NSFW","Four co-workers make a bet to see who can be the first to bed an attractive new hire. Flirting gives way to backstabbing and friends become enemies as they compete for the object of their ...                See full summary »",153,"Comedy",7.9,NA,1148,"Peter Miriani","Louise Griffiths",NA
"1895",1895,"Ispade Rajavum Idhaya Raniyum","The relationship between a guy and a girl becomes complicated when the latter gets tired of the former's impatient behaviour.",113,"Drama",6.3,NA,804,"Ranjit Jeyakodi","Harish Kalyan",NA
"1896",1896,"Dua Garis Biru","A young couple violated the boundary without knowing the consequences. They try to take responsibility for their choices and their innocence is tested when the families who really loved them knew, then forced into their chosen journey.",99,"Drama",6.1,NA,1063,"Ginatri S. Noer","Adhisty Zara",NA
"1897",1897,"Les éblouis","Camille, is the eldest of a large family. One day, her parents enter a religious community which gradually, regimentation becomes sectarian and Camille will have to fight to assert her freedom and save her brothers and sisters.",105,"Drama",7.3,NA,30,"Sarah Suco","Camille Cottin",NA
"1898",1898,"Casablanca","In the context of the excitement and suspense, the film revolves around three friends (Omar al-Murr, Orabi and Rashid) who form a gang to rob the ships. They are charged with a dangerous ...                See full summary »",90,"Action",4.4,NA,866,"Peter Mimi","Amir Karara",NA
"1899",1899,"Rose and Tulip","An acclaimed painter travels to Japan for an exhibition where he takes advantage of his free time to enjoy a Japanese bath or onsen. However, there is more to it than that. He is told that ...                See full summary »",79,"Romance",NA,NA,NA,"Teruo Noguchi","Hwang Chan-sung",NA
"1900",1900,"Bullets of Justice","During the Third World War, the American government initiates a secret project code named ""Army Bacon"" in order to create super soldier by inbreeding human being with pigs. 25 years later a...                See full summary »",NA,"Action",NA,NA,NA,"Valeri Milev","Danny Trejo",NA
